x_m,y_m,soil_type,humidity_pct,depth_mm,hours_since_irrigation,soil_moisture_pct
77.39560485559633,43.88784397520523,loam,88.6878335929106,216.77620799132507,15.821794445125121,62.100741264897785
76.1139701990353,78.60643052769538,loam,30.24909061404367,148.85613292128096,62.294068071073646,31.750736727948397
64.38651200806646,82.276161327083,loam,55.47313590618649,87.49064849081364,93.17024421866024,21.587642056934378
82.7631171992582,63.166439912206485,loam,80.64701920682991,122.4946412357138,163.07726809834375,22.600249341384934
77.83834970737618,19.463870785196757,loam,57.33768029816274,37.046035591487914,25.920634667348036,49.82163203432937
74.47621559078172,96.750973243421,loam,46.06602865105216,126.87641915958895,78.88537629433573,29.10565855481046
12.992150533547164,47.57049262259338,loam,38.15274792407073,209.19884853769034,73.44152237055157,29.182746261081817
83.2259801395201,80.47643574968019,loam,50.99827032241396,104.29022858081713,114.65924466779589,21.381317272891614
19.990820247510833,0.7362269751005512,loam,82.95395020017108,207.83398556280883,118.4677836092243,30.61367286305145
45.891577553834,56.87411959528937,loam,31.183759850212596,56.4957702223927,112.29169758079924,20.731394473004723
56.52361064811888,76.49988574160255,loam,70.77746560004726,177.23433518094885,93.94680300522947,32.03076047262836
3.0817834567939406,43.671738923236234,loam,37.16677382556234,137.34537702427494,143.37171630905192,12.263123032031693
5.830274168906602,28.138389202199654,loam,43.48750062133469,207.02704154989615,93.58140159333476,26.0603834828436
66.43135403273875,40.63868614400705,loam,85.12163077328277,70.91755297461857,3.8156282864885602,70.01673318241447
72.23593505964503,46.18772302513874,loam,32.90174232268814,162.78731315342498,25.588433255812294,51.23121569017249
44.61562755740307,38.10212260964825,loam,44.12096713183012,198.32771310769434,60.78451857296959,29.80752416804344
11.800590212051532,96.18976645495145,loam,92.68645525660857,217.41946179795613,44.66615352519929,55.525053897765446
77.87509039657947,71.68901891589957,loam,55.94892017150309,99.86642950741873,16.193681641787883,54.29605161125997
45.57762898336111,20.236336479523032,loam,44.4765299320522,184.28538145902138,29.697827533790928,42.91048972398153
75.85195298352102,71.94629559509367,loam,54.5674431820083,197.50993119317187,98.12845877733957,25.905244161255574
8.44443211398891,41.58074021706096,loam,23.3291339089514,160.8474752922427,55.41668367190793,31.6635407279229
10.340296772255165,58.7644572177712,loam,33.64743748295089,279.40803255361925,97.61827146966635,18.931413934740156
59.091549148141674,2.28038710296975,loam,96.68473705931562,157.63344515929757,131.49951817804808,29.014069403488467
48.66583308381603,49.07069943545209,loam,95.02611639799863,182.22521440342072,79.54621937756824,39.16655568491617
33.15689973425522,52.06724024715378,loam,55.11291682440373,30.943321967090867,138.8170432646521,16.577272727305253
14.024908899861078,55.40361435390494,loam,28.686059290835484,209.86602558594822,47.2472756849534,35.632937206859296
72.69946142868827,76.8647491917657,loam,28.619275676471723,276.90325741284215,38.67595047033998,37.36146163399759
55.48524693914834,37.092228386243875,loam,86.38317945059305,247.269154817683,53.27933399421618,49.539369766328925
29.091783814011862,51.50571292317145,loam,40.47720724540822,282.4119817634649,27.65411335377905,44.9362924080129
43.509706000303794,99.2375564055837,loam,91.33418130039311,230.86720535066104,149.65313846759219,27.10523228040959
51.885836038644904,31.5929051830793,loam,81.76099456887904,206.9568473711343,62.77449845078329,42.58470463394546
74.6789611349026,26.246051592286467,loam,94.94505204270234,91.26690812656331,20.62333264512965,65.44672921767088
15.328431662449404,17.926830815773908,loam,67.95062332166748,265.5045612303027,33.001023840048305,49.24652659870267
77.74048382411776,97.18264260609673,loam,60.05929489618738,64.57181320159397,2.3412963349778595,66.61871359016126
13.182221778652103,67.76586736128574,loam,29.74660037028249,164.24073119567407,116.63608918800493,14.599748959124565
19.97756516600576,80.41245261822627,loam,77.23257036926414,228.220601076774,22.017702261628628,58.142321868050374
30.094869178093976,48.85840453515333,loam,73.0291370210866,287.79639568791674,48.12296611618524,40.8623413878765
2.4859491386256316,55.51980423268247,loam,70.7180089344868,54.121786031457155,23.577052306737322,53.44776479988776
96.62319121431817,59.604255323437286,loam,94.6418577280169,246.19925179356696,78.52010906128898,37.119435123105156
1.7836783976987736,10.914399676573494,loam,86.35428919061891,244.12469928941948,39.08364465036086,50.94404012619265
60.60158207000109,86.77389537760112,loam,68.24857258709805,138.45718155026208,62.862919292406694,38.64246502098085
65.19310255799742,86.7490631752325,loam,56.31175056610398,93.15587981162348,39.75927698359363,37.44690185533783
81.65687634239104,10.527807985412496,loam,25.32470855641425,188.46925753302423,24.55710502437331,49.97204161812528
31.033467392407445,14.387193297114266,loam,93.67763779899602,70.5212237522015,47.83297383277317,47.33518790682337
11.549006366535497,2.1148016336440034,loam,24.43163273314081,73.02640450735949,8.968164681365465,57.534043958550484
68.07145267995064,39.36304568320283,loam,45.43928775616395,163.74471518111326,147.00083029541423,18.17799323222759
4.347506201279194,18.14984095965241,loam,38.93958968835168,93.58158335385825,95.96708549278581,24.377541124260645
4.925411992759399,37.36141384595716,loam,61.90023589741098,52.959773298521895,140.02103703647802,19.821351206656047
92.48418690180621,9.91131415798755,loam,87.48599612782021,273.2296145800947,164.56787433854757,23.747361245725898
77.94775407713288,64.24832759955477,loam,82.31970836625032,62.001857313615446,90.05943003920306,33.054908342395876
85.75721441225575,46.27993655935158,loam,50.80715968802828,200.87989959020527,44.76583734014214,42.18435238649314
47.78772740237458,41.6889368594885,loam,38.605595242309896,126.0657477816602,61.55393157080957,31.371071585398486
37.946407972692896,68.57433454559454,loam,43.75011796570283,285.93592984671864,153.9464672824139,23.60226833413705
32.83612050046888,53.54347898300031,loam,87.88483910188997,204.46151865402805,135.137827095109,24.19072470930585
63.291762926762075,28.815561418246173,loam,78.79145298482327,80.66126310957254,116.72608564150771,26.598671941559715
61.43797405419198,9.50957482299346,loam,78.05725026171415,48.235635176468065,157.23789021370519,18.79426478264488
95.88802459090803,80.08841760850967,loam,67.49456035730833,240.2216287731254,133.57929294915843,21.50584578990798
25.338335383918718,59.00758953583092,loam,27.603935805152098,194.44556750663335,28.77693908758852,46.138753938009884
57.24305140338497,46.598515298122734,loam,61.81054204104982,235.0789322518117,134.2731123740272,29.89344812811689
59.95934415226123,93.12362356901018,loam,29.578687080089825,57.20348062253039,14.735114001009093,49.84965111146897
41.860830079037946,77.43214161418433,loam,73.6985130646874,116.75038354026549,150.925579956738,22.929298048192525
27.053494091017573,36.4192017772054,loam,45.15519841634103,68.3432033718749,24.827606587088198,48.90460406265289
43.79040371987533,38.331982277740984,loam,78.37485669419023,177.07309294454748,157.27151778886164,23.01007382251818
47.93695641245404,37.635947348082624,loam,98.93052359394576,222.38406490100195,159.8007028806453,28.913455966210265
85.05336791907825,63.70738839912076,loam,29.753734266809005,186.77094999153567,115.2641893377154,20.349567162648487
45.43179618417466,82.53995111963212,loam,43.62872202752719,151.10072249460154,74.30877334740606,31.273395357894486
91.84418955155542,78.12940354315158,loam,28.847072879688838,299.18453090533256,147.7056040837012,15.10705373653167
83.68965796609382,10.641953187138286,loam,99.92837843793909,208.06330242929764,109.22100261387789,33.98119412530995
89.70333988966253,2.8999503204469423,loam,39.26624464329176,64.33101567082463,130.4970140362927,18.59497738946653
91.06382271308853,65.62690393274902,loam,22.893016839575697,26.493204385392627,8.67853005841902,47.50262497284407
80.14818108594153,23.855282062738848,loam,87.95270743384583,40.73878354214661,134.5619274118016,24.121288439084456
77.21083991043805,69.81207839786371,loam,87.03841749243065,36.04160737544326,33.8993946008013,54.77346352843535
63.001184457639866,85.1131099761935,loam,32.41703939528727,227.02080028216943,32.43097046597589,41.07601453083956
70.99046972813039,98.02047848986818,loam,68.92348847816557,39.98758662260629,103.53990694782551,24.581527768347463
88.41457113668172,70.95782851006207,loam,33.85022771380026,50.22327660165447,30.833582451893587,39.45738296915893
45.856064245848984,78.4080948341408,loam,70.91266736862215,182.41361623862528,24.38188278372835,58.787921848197776
30.134263251471793,57.80172158075422,loam,75.98207556712529,203.53911769245994,158.0198608288471,21.94954279112766
50.83527384469421,40.403439074076594,loam,57.93349835860945,57.78481970437977,22.527894458624576,52.66085739950442
30.470460376083132,42.790321368135,loam,68.87900376293027,199.52300729002232,69.18423062637581,31.355264023640018
21.762852669696198,58.830624840900825,loam,45.363272905379034,34.91645442627502,70.29120741835254,33.103667622854836
